Code,Name,Primary Role Name,Postcode,Is Operated By - Code,latitude,longitude,msoa
C4M4J,University College Hospital Grafton Way Building,NHS TRUST SITE,WC1E6AS,RRV,51.524893,-0.136885,E02000191
B7E1O,University College London Hospitals,NHS TRUST SITE,WC1E6EB,RRV,51.521522,-0.131314,E02000191
RRV00,University College London Hospitals Nhs Foundation Trust,NHS TRUST SITE,NW12PG,RRV,51.525735,-0.137409,E02000186
O3W6H,University College London Hospitals Nhs Ft,NHS TRUST SITE,W1T7HA,RRV,51.522693,-0.136009,E02000191
R0A06,University Dental Hospital Of Manchester,NHS TRUST SITE,M156FH,R0A,53.465385,-2.236704,E02001063
RKB01,University Hospital,NHS TRUST SITE,CV22DX,RKB,52.421211,-1.438403,E02001976
REM30,University Hospital Aintree Outposted Nephrology Clinic,NHS TRUST SITE,PR86PN,REM,53.63357,-2.97882,E02001436
Z2O4N,University Hospital Bristol And Weston Virtual Site,NHS TRUST SITE,BS13NU,RA7,51.459478,-2.593019,E02003036
RJ224,University Hospital Lewisham,NHS TRUST SITE,SE136LH,RJ2,51.453022,-0.017916,E02007009
RX3EW,University Hospital Of Hartlepool,NHS TRUST SITE,TS249AH,RX3,54.702398,-1.227837,E02002484
RX3EP,University Hospital Of North Durham,NHS TRUST SITE,DH15TW,RX3,54.788497,-1.593834,E02004315
RREBH,University Hospital Of North Staffordshire,NHS TRUST SITE,ST47PA,RRE,53.007182,-2.206319,E02002968
RX3MF,University Hospital Of North Tees Mental Health Unit,NHS TRUST SITE,TS198PE,RX3,54.582857,-1.347581,E02002543
R2F2E,University Hospital Of Wales,NHS TRUST SITE,CF144XW,RVJ,51.507156,-3.189855,W02000384
R2U5J,University Hospitals Bristol And Weston Nhs Foundation Trust,NHS TRUST SITE,BS28AE,RA7,51.457951,-2.596238,E02006951
K3W6L,University Hospitals Of Leicester,NHS TRUST SITE,LE15WW,RWE,52.6268,-1.135953,E02006850
T5Q9D,University Hospitals Plymouth Estover,NHS TRUST SITE,PL67LX,RK9,50.420879,-4.094118,E02003122
RA709,University Of Bristol Dental Hospital,NHS TRUST SITE,BS12LY,RA7,51.458613,-2.595196,E02006951
RPGDJ,Upton Day Hospital,NHS TRUST SITE,DA68LQ,RPG,51.457124,0.131681,E02000084
RWX85,Upton Hospital,NHS TRUST SITE,SL12BJ,RWX,51.505359,-0.593757,E02003417
RP1J1,Upton House Day Hospital,NHS TRUST SITE,NN15DQ,RP1,52.238248,-0.882032,E02005672
RTE89,Vale Hospital,NHS TRUST SITE,GL114BZ,RTE,51.68954,-2.359177,E02004664
REM35,Victoria Central Hospital,NHS TRUST SITE,CH445UF,REM,53.415672,-3.045864,E02001473
RF4VH,Victoria Hospital,NHS TRUST SITE,RM14HL,RF4,51.583657,0.187311,E02000476
RVVWA,"Victoria Hospital, Deal",NHS TRUST SITE,CT149UA,RVV,51.219393,1.389482,E02005043
RMYMP,Violet Hill Day Hospital,NHS TRUST SITE,IP141JS,RMY,52.19172,0.990673,E02006268
D5M0V,Virtual Ward Hospital@Home,NHS TRUST SITE,TS79JF,RTR,54.55007,-1.173698,E02006812
RTDDV,Walkergate Park Hospital,NHS TRUST SITE,NE64QD,RTD,54.989373,-1.56163,E02001727
RHW06,Wallingford Community Hospital,NHS TRUST SITE,OX109DU,RHW,51.595495,-1.128258,E02005969
RGR45,Walnut Tree Hospital,NHS TRUST SITE,CO101BE,RGR,52.039818,0.72503,E02006233
RXX11,Walton Community Hospital,NHS TRUST SITE,KT123LD,RXX,51.379998,-0.406056,E02006324
RWW09,Walton Hospital,NHS TRUST SITE,L97LJ,RWW,53.466395,-2.931,E02001351
RFSWA,Walton Hospital,NHS TRUST SITE,S403HW,RFS,53.221288,-1.441882,E02004065
RX4C4,Wansbeck General Hospital,NHS TRUST SITE,NE639JJ,RX4,55.18431,-1.546602,E02005736
R1HKJ,Wanstead Hospital,NHS TRUST SITE,E111UU,R1H,51.583704,0.027334,E02000764
RHW07,Wantage Community Hospital,NHS TRUST SITE,OX127AS,RHW,51.589556,-1.418558,E02005991
V4I9R,Wareham Hospital,NHS TRUST SITE,BH204QQ,RDY,50.686986,-2.116747,E02004265
R1LJ7,Warley Hospital,NHS TRUST SITE,CM145HJ,R1L,51.60609,0.295392,E02004471
RNZ32,Warminster Community Hospital,NHS TRUST SITE,BA128QS,RNZ,51.206704,-2.181715,E02006694
RNU33,Warneford Hospital,NHS TRUST SITE,OX37JX,RNU,51.750841,-1.22232,E02005949
RWWWH,Warrington Hospital,NHS TRUST SITE,WA51QG,RWW,53.393973,-2.610717,E02002602
RJC05,Warwick Hospital,NHS TRUST SITE,CV345BW,RJC,52.289965,-1.583203,E02006529
REM26,Waterloo Day Hospital,NHS TRUST SITE,L223XR,REM,53.476714,-3.020215,E02001460
RALWA,Watford General Hospital,NHS TRUST SITE,WD180HB,RAL,51.648921,-0.404187,E02004977
W8Q2X,Wathwood Hospital,NHS TRUST SITE,S637TQ,RHA,53.490957,-1.342355,E02001579
RXP69,Weardale Hospital,NHS TRUST SITE,DL132JR,RXP,54.748007,-2.018564,E02004348
RTVH7,Weaver Lodge Independent Hospital,NHS TRUST SITE,CW73DT,RTV,53.188848,-2.496436,E02003886
A2D7L,Weavers Croft Hospital,NHS TRUST SITE,GL52HZ,RTQ,51.742704,-2.209872,E02004656
RWDLC,Welland Hospital,NHS TRUST SITE,PE112HN,RWD,52.797314,-0.135644,E02005471
RH5T5,Wellesley Hospital,NHS TRUST SITE,TA219FF,RH5,50.978961,-3.205618,E02006110
RH5F1,Wellington & District Cottage Hospital,NHS TRUST SITE,TA218QQ,RH5,50.976671,-3.227413,E02006110
RAL24,Wellington Hospital,NHS TRUST SITE,NW89LE,RAL,51.531549,-0.171472,E02000962
RY333,Wells Cottage Hospital,NHS TRUST SITE,NR231RF,RY3,52.954514,0.835322,E02005571
RL109,Welshpool Hospital,NHS TRUST SITE,SY217DU,RL1,52.661734,-3.143424,W02000099
RXL07,Wesham Hospital Rehabilitation Unit,NHS TRUST SITE,PR43HA,RXL,53.792197,-2.87956,E02005204
RW5KD,Wesham Park Hospital,NHS TRUST SITE,PR43AL,RW5,53.789498,-2.881037,E02005204
RTHC6,West Berkshire Community Hospitals,NHS TRUST SITE,RG183AS,RTH,51.406375,-1.291779,E02003379
RJ840,West Cornwall Hospital,NHS TRUST SITE,TR182PF,RJ8,50.122056,-5.542976,E02003949
RNNDW,West Cumberland Hospital,NHS TRUST SITE,CA288JG,RNN,54.530059,-3.562598,E02004002
RHM25,West Dorset General Hospital Peripheral Clinic,NHS TRUST SITE,DT12JY,RHM,50.71294,-2.446936,E02007006
RYW24,West Heath Hospital,NHS TRUST SITE,B388HR,RYW,52.398207,-1.953778,E02001953
RWG14,West Hertfordshire Hospitals Therapy Unit,NHS TRUST SITE,WD50PA,RWG,51.704835,-0.408566,E02004956
RX3MR,West Lane Hospital Newbury Centre,NHS TRUST SITE,TS54EE,RX3,54.562124,-1.25715,E02002504
A0J8A,West Mendip Hospital,NHS TRUST SITE,BA68JD,RH5,51.160478,-2.699231,E02006057
RTK52,West Middlesex University Hospital,NHS TRUST SITE,TW76AF,RTK,51.473648,-0.324434,E02000539
RNA28,West Midlands Hospital,NHS TRUST SITE,B632AH,RNA,52.457813,-2.076674,E02002032
RX3MM,West Park Hospital,NHS TRUST SITE,DL22TS,RX3,54.543494,-1.591147,E02002559
RVRC9,West Park Hospital,NHS TRUST SITE,KT198QJ,RVR,51.349322,-0.274505,E02006339
RL4CD,West Park Hospital,NHS TRUST SITE,WV14PW,RL4,52.587783,-2.141256,E02002165
W0J6F,West Suffolk Hospital Liaison,NHS TRUST SITE,IP332QZ,RMY,52.231662,0.709176,E02006281
RAE5H,Westbourne Green Community Hospital,NHS TRUST SITE,BD88RA,RAE,53.807296,-1.77624,E02002216
RNZ52,Westbury Community Hospital,NHS TRUST SITE,BA133EL,RNZ,51.255231,-2.183483,E02007024
RW155,Western Community Hospital,NHS TRUST SITE,SO164XE,RW1,50.92524,-1.446031,E02003563
RYJ07,Western Eye Hospital,NHS TRUST SITE,NW15QH,RYJ,51.520703,-0.16333,E02000971
RDYEG,Westhaven Hospital,NHS TRUST SITE,DT40QE,RDY,50.615226,-2.480042,E02004285
RNZ01,Westminster Memorial Hospital,NHS TRUST SITE,SP78BD,RNZ,51.004721,-2.20015,E02004257
RTXBW,Westmorland General Hospital,NHS TRUST SITE,LA97RG,RTX,54.306116,-2.731605,E02004020
RVJJ8,Weston General Hospital,NHS TRUST SITE,BS234TQ,RVJ,51.322335,-2.971399,E02003089
A4Q0V,Weston Park Hospital,NHS TRUST SITE,S102SJ,RHQ,53.380249,-1.494932,E02001640
RV924,Westwood Hospital,NHS TRUST SITE,HU178BU,RV9,53.841787,-0.440204,E02002702
RHW11,Wexham Park Hospital,NHS TRUST SITE,SL24HL,RHW,51.532007,-0.573992,E02003411
RXX13,Weybridge Community Hospital,NHS TRUST SITE,KT138DY,RXX,51.37345,-0.459783,E02006328
V6G0W,Weymouth Community Hospital,NHS TRUST SITE,DT47TB,R0D,50.621036,-2.451012,E02004284
G6K6F,Weymouth Street Hospital,NHS TRUST SITE,W1G6NP,RQM,51.520217,-0.150694,E02000970
A3D6H,Wharfedale Hospital,NHS TRUST SITE,LS212LY,RCD,53.914372,-1.700604,E02002332
RRF04,Whelley Hospital,NHS TRUST SITE,WN13XD,RRF,53.554299,-2.618338,E02001292
RATAC,Whipps Cross Hospital,NHS TRUST SITE,E111NR,RAT,51.578831,0.002638,E02000913
RBZ79,Whipton Hospital,NHS TRUST SITE,EX13RB,RBZ,50.730976,-3.484154,E02004155
RTV55,Whiston Hospital,NHS TRUST SITE,L355DR,RTV,53.420469,-2.784954,E02001335
RCBF6,Whitby Community Hospital,NHS TRUST SITE,YO211DP,RCB,54.483911,-0.617279,E02005795
RTR10,Whitby Hospital,NHS TRUST SITE,YO211EE,RTR,54.48445,-0.615671,E02005795
RREE4,Whitchurch Hospital,NHS TRUST SITE,SY131AH,RRE,52.969568,-2.679703,E02006015
RCBP9,White Cross Rehabilitation Hospital,NHS TRUST SITE,YO318JR,RCB,53.97167,-1.07649,E02002781
RCDXH,Whitecross Court Community Hospital,NHS TRUST SITE,YO318FT,RCD,53.971773,-1.074679,E02002781
RVVRA,Whitstable & Tankerton Hospital,NHS TRUST SITE,CT52HN,RVV,51.361364,1.050053,E02005014
RFSAB,Whitworth Hospital,NHS TRUST SITE,DE42JD,RFS,53.150924,-1.575216,E02004072
RNNBH,Wigton Hospital,NHS TRUST SITE,CA79DD,RNN,54.830448,-3.171342,E02003965
RV315,Willesden Hospital,NHS TRUST SITE,NW103RY,RV3,51.542836,-0.235526,E02000116
RVVC3,William Harvey Hospital,NHS TRUST SITE,TN240LZ,RVV,51.141489,0.916209,E02005001
A5T0V,Williton Hospital,NHS TRUST SITE,TA44RA,RH5,51.162888,-3.323208,E02006116
RH5C4,Willowbank Day Hospital,NHS TRUST SITE,BA51TH,RH5,51.20302,-2.655661,E02006054
RVRC7,Wilson Hospital,NHS TRUST SITE,CR44TP,RVR,51.397252,-0.163262,E02000710
RD310,Wimborne Hospital,NHS TRUST SITE,BH211ER,RD3,50.802195,-1.995918,E02004252
RTE15,Winchcombe Hospital,NHS TRUST SITE,GL545NQ,RTE,51.948908,-1.975269,E02004668
RLQ24,Winfield Hospital,NHS TRUST SITE,GL29WH,RLQ,51.880438,-2.242431,E02004637
RV913,Withernsea Hospital,NHS TRUST SITE,HU192QB,RV9,53.728557,0.03401,E02002722
RM311,Withington Community Hospital,NHS TRUST SITE,M202LR,RM3,53.425198,-2.245239,E02001083
RTH44,Witney Community Hospital,NHS TRUST SITE,OX286JJ,RTH,51.787407,-1.489856,E02006002
RXX12,Woking Community Hospital,NHS TRUST SITE,GU227HS,RXX,51.315132,-0.556304,E02006463
RDU20,Woking Nuffield Hospital,NHS TRUST SITE,GU214BY,RDU,51.332208,-0.56138,E02006458
RHW10,Wokingham Hospital,NHS TRUST SITE,RG412RE,RHW,51.410195,-0.845603,E02003454
RXTN7,Wolverhamptom Recovery Hospital Prescriber,NHS TRUST SITE,WV30NF,RXT,52.582272,-2.131624,E02002168
RVW02,Woodlands Hospital,NHS TRUST SITE,DL14PL,RVW,54.52036,-1.504671,E02002559
RKB32,Woodlands Hospital,NHS TRUST SITE,NN168XF,RKB,52.41188,-0.768808,E02005641
RCBWD,Woodlands Private Hospital,NHS TRUST SITE,YO126QN,RCB,54.277448,-0.443132,E02005803
RT206,Woods Hospital,NHS TRUST SITE,SK137BQ,RT2,53.451329,-1.957061,E02004096
RWP50,Worcestershire Royal Hospital,NHS TRUST SITE,WR51DD,RWP,52.191193,-2.181158,E02006743
RNAW1,Wordsley Hospital Medicine,NHS TRUST SITE,DY85QX,RNA,52.485185,-2.159452,E02002020
RTDCW,Workington Community Hospital,NHS TRUST SITE,CA142RW,RTD,54.642687,-3.551342,E02003973
RX2N1,Worthing Hospital,NHS TRUST SITE,BN112DH,RX2,50.816691,-0.363429,E02006631
A2C6R,Wotton Lawn Hospital,NHS TRUST SITE,GL13PX,RTQ,51.865969,-2.225797,E02004637
RET32,Wrexham Maelor Hospital,NHS TRUST SITE,LL137TD,RET,53.045958,-3.007997,W02000088
RXN14,Wrightington Hospital,NHS TRUST SITE,WN69EP,RXN,53.589824,-2.711509,E02005308
RD866,Wycombe Hospital,NHS TRUST SITE,HP112TT,RD8,51.626442,-0.753428,E02003710
RL125,Wye Valley Hospital,NHS TRUST SITE,HR12BN,RL1,52.05873,-2.707194,E02002916
RNU44,Wykeham Park Day Hospital,NHS TRUST SITE,OX93JT,RNU,51.745314,-0.970008,E02005958
RM325,Wythenshawe Hospital,NHS TRUST SITE,M239LT,RM3,53.387922,-2.293183,E02001095
RNZ19,Yeatman Hospital,NHS TRUST SITE,DT93JU,RNZ,50.949734,-2.51903,E02004269
RA430,Yeovil District Hospital,NHS TRUST SITE,BA214AT,RA4,50.944843,-2.634712,E02006088
RR853,York District Hospital,NHS TRUST SITE,YO318HE,RR8,53.968952,-1.084285,E02002780
RET34,Ysbyty Gwynedd Hospital,NHS TRUST SITE,LL572PW,RET,53.20902,-4.159825,W02000011
RX2R9,Zachary Merton Hospital,NHS TRUST SITE,BN162EA,RX2,50.807746,-0.502907,E02006551
