msoa,accommodation type,0-4,5-15,16-17,18-20,21-24,25-29,30+
E02004243,Does not apply,259,3,11,96,182,233,4648
E02004243,Living alone,0,0,0,0,0,0,0
E02004243,Living in another household type,0,23,5,1,5,2,4
E02004243,all student household,0,0,0,0,0,0,3
E02004243,communal establishment: Other,0,0,0,0,0,0,0
E02004243,communal establishment: University,0,0,0,0,0,0,0
E02004243,parents,0,754,144,46,14,6,1
E02004244,Does not apply,357,3,9,125,229,376,5457
E02004244,Living alone,0,0,0,1,0,1,0
E02004244,Living in another household type,0,7,5,5,2,4,2
E02004244,all student household,0,0,0,0,0,0,0
E02004244,communal establishment: Other,0,0,0,0,0,0,0
E02004244,communal establishment: University,0,0,0,0,0,0,0
E02004244,parents,0,881,129,66,19,8,1
E02004245,Does not apply,339,2,15,124,239,295,5277
E02004245,Living alone,0,0,0,0,0,0,3
E02004245,Living in another household type,0,15,4,2,3,5,7
E02004245,all student household,0,0,0,0,0,2,1
E02004245,communal establishment: Other,0,0,0,0,0,0,0
E02004245,communal establishment: University,0,0,0,0,0,0,0
E02004245,parents,0,905,160,72,14,6,0
E02004246,Does not apply,269,1,4,80,182,261,6202
E02004246,Living alone,0,0,0,0,0,0,3
E02004246,Living in another household type,0,7,1,1,2,1,14
E02004246,all student household,0,0,0,4,6,0,1
E02004246,communal establishment: Other,0,9,9,4,0,0,0
E02004246,communal establishment: University,0,0,0,0,0,0,0
E02004246,parents,0,669,112,48,12,3,0
E02004247,Does not apply,194,2,9,93,142,204,4461
E02004247,Living alone,0,0,0,0,0,0,0
E02004247,Living in another household type,0,9,4,7,2,2,5
E02004247,all student household,0,0,0,0,0,0,2
E02004247,communal establishment: Other,0,0,0,0,0,0,0
E02004247,communal establishment: University,0,0,0,0,0,0,0
E02004247,parents,0,740,123,57,17,3,0
E02004248,Does not apply,246,1,6,90,211,243,5927
E02004248,Living alone,0,0,0,0,1,0,2
E02004248,Living in another household type,0,8,2,1,7,4,9
E02004248,all student household,0,0,0,0,0,0,0
E02004248,communal establishment: Other,0,0,0,0,0,0,0
E02004248,communal establishment: University,0,0,0,0,0,0,0
E02004248,parents,0,519,73,58,14,2,1
E02004249,Does not apply,305,3,4,88,146,286,4230
E02004249,Living alone,0,0,1,0,0,0,0
E02004249,Living in another household type,0,2,1,2,2,2,8
E02004249,all student household,0,0,0,1,1,0,3
E02004249,communal establishment: Other,0,0,0,0,0,0,0
E02004249,communal establishment: University,0,0,0,0,0,0,0
E02004249,parents,0,725,128,52,24,2,2
E02004250,Does not apply,274,2,10,88,247,350,5810
E02004250,Living alone,0,0,0,0,1,0,3
E02004250,Living in another household type,0,11,1,2,3,2,5
E02004250,all student household,0,0,0,0,0,0,1
E02004250,communal establishment: Other,0,0,0,0,0,0,0
E02004250,communal establishment: University,0,0,0,0,0,0,0
E02004250,parents,0,786,116,57,17,7,2
E02004251,Does not apply,285,2,10,75,167,223,4697
E02004251,Living alone,0,0,0,0,0,0,1
E02004251,Living in another household type,0,12,2,2,2,4,5
E02004251,all student household,0,0,0,0,0,0,1
E02004251,communal establishment: Other,0,0,0,0,0,0,0
E02004251,communal establishment: University,0,0,0,0,0,0,0
E02004251,parents,0,670,113,36,13,5,0
E02004252,Does not apply,400,3,11,105,240,461,5510
E02004252,Living alone,0,0,0,0,0,0,3
E02004252,Living in another household type,0,7,2,0,12,7,3
E02004252,all student household,0,0,0,0,0,0,2
E02004252,communal establishment: Other,0,0,0,0,0,0,0
E02004252,communal establishment: University,0,0,0,0,0,0,0
E02004252,parents,0,907,225,58,26,0,0
E02004253,Does not apply,305,0,18,110,260,333,7533
E02004253,Living alone,0,0,0,0,1,0,1
E02004253,Living in another household type,0,9,0,3,8,4,6
E02004253,all student household,0,0,0,0,0,0,1
E02004253,communal establishment: Other,0,0,0,0,0,0,0
E02004253,communal establishment: University,0,0,0,0,0,0,0
E02004253,parents,0,936,160,75,32,2,0
E02004254,Does not apply,468,2,21,197,321,476,7169
E02004254,Living alone,0,0,0,0,0,0,4
E02004254,Living in another household type,0,16,6,7,5,6,16
E02004254,all student household,0,0,0,0,0,0,5
E02004254,communal establishment: Other,0,0,0,0,0,0,0
E02004254,communal establishment: University,0,0,0,0,0,0,0
E02004254,parents,0,1288,222,105,38,5,1
E02004255,Does not apply,272,0,14,134,234,313,5300
E02004255,Living alone,0,0,0,1,0,0,2
E02004255,Living in another household type,0,8,2,3,5,4,11
E02004255,all student household,0,0,0,0,0,0,0
E02004255,communal establishment: Other,0,0,0,0,0,0,0
E02004255,communal establishment: University,0,0,0,0,0,0,0
E02004255,parents,0,825,121,62,7,1,1
E02004256,Does not apply,355,0,15,145,259,326,6616
E02004256,Living alone,0,0,1,0,0,0,2
E02004256,Living in another household type,0,23,4,8,3,5,10
E02004256,all student household,0,0,0,0,0,0,3
E02004256,communal establishment: Other,0,38,0,0,0,0,0
E02004256,communal establishment: University,0,0,0,0,0,0,0
E02004256,parents,0,1083,180,80,13,2,0
E02004257,Does not apply,488,2,16,157,319,514,6122
E02004257,Living alone,0,0,0,0,0,1,2
E02004257,Living in another household type,0,7,3,4,7,8,17
E02004257,all student household,0,0,0,0,0,2,4
E02004257,communal establishment: Other,0,15,18,5,0,0,0
E02004257,communal establishment: University,0,0,0,0,0,0,0
E02004257,parents,0,1151,199,77,19,4,1
E02004258,Does not apply,384,0,14,127,286,414,7803
E02004258,Living alone,0,0,0,1,0,0,1
E02004258,Living in another household type,0,16,9,3,1,2,15
E02004258,all student household,0,2,0,0,0,0,0
E02004258,communal establishment: Other,0,0,0,0,0,0,0
E02004258,communal establishment: University,0,0,0,0,0,0,0
E02004258,parents,0,1082,188,81,21,5,0
E02004259,Does not apply,200,3,15,93,201,263,5198
E02004259,Living alone,0,1,0,0,0,0,0
E02004259,Living in another household type,0,9,2,4,2,1,9
E02004259,all student household,0,0,0,0,0,0,2
E02004259,communal establishment: Other,0,203,76,23,1,1,6
E02004259,communal establishment: University,0,0,0,0,0,0,0
E02004259,parents,0,641,115,73,8,1,0
E02004260,Does not apply,395,2,66,261,305,410,5653
E02004260,Living alone,0,0,1,0,0,0,0
E02004260,Living in another household type,0,23,3,2,4,9,19
E02004260,all student household,0,0,0,0,0,0,3
E02004260,communal establishment: Other,0,273,267,94,37,13,4
E02004260,communal establishment: University,0,0,0,0,0,0,0
E02004260,parents,0,970,131,62,13,1,2
E02004261,Does not apply,514,2,23,128,330,597,7127
E02004261,Living alone,0,0,0,0,0,1,1
E02004261,Living in another household type,0,25,2,2,9,1,19
E02004261,all student household,0,0,0,0,2,1,4
E02004261,communal establishment: Other,0,0,0,0,0,0,0
E02004261,communal establishment: University,0,0,0,0,0,0,0
E02004261,parents,0,1330,154,57,20,1,1
E02004262,Does not apply,263,1,13,88,216,313,5866
E02004262,Living alone,0,1,0,2,0,0,0
E02004262,Living in another household type,0,8,1,4,5,1,15
E02004262,all student household,0,0,0,0,0,0,0
E02004262,communal establishment: Other,0,71,57,28,0,0,0
E02004262,communal establishment: University,0,0,0,0,0,0,0
E02004262,parents,0,729,125,60,18,0,0
E02004263,Does not apply,258,3,10,82,162,228,4151
E02004263,Living alone,0,0,0,1,0,0,0
E02004263,Living in another household type,0,9,6,0,0,3,10
E02004263,all student household,0,0,0,0,0,0,1
E02004263,communal establishment: Other,0,0,0,0,0,0,0
E02004263,communal establishment: University,0,0,0,0,0,0,0
E02004263,parents,0,705,115,61,23,0,3
E02004264,Does not apply,396,3,15,127,285,461,5957
E02004264,Living alone,0,0,0,0,1,0,0
E02004264,Living in another household type,0,15,1,6,6,4,13
E02004264,all student household,0,0,0,0,1,3,1
E02004264,communal establishment: Other,0,0,0,0,0,0,0
E02004264,communal establishment: University,0,0,0,0,0,0,0
E02004264,parents,0,1086,173,78,24,3,2
E02004265,Does not apply,362,2,10,127,256,378,6202
E02004265,Living alone,0,0,0,1,0,0,1
E02004265,Living in another household type,0,10,3,2,1,5,5
E02004265,all student household,0,0,0,0,2,1,2
E02004265,communal establishment: Other,0,1,0,0,0,0,1
E02004265,communal establishment: University,0,0,0,0,0,0,0
E02004265,parents,0,904,143,54,20,2,2
E02004266,Does not apply,403,5,51,238,305,455,5467
E02004266,Living alone,0,0,0,0,2,1,4
E02004266,Living in another household type,0,8,6,6,3,1,12
E02004266,all student household,0,0,4,0,0,0,0
E02004266,communal establishment: Other,0,0,16,13,18,0,0
E02004266,communal establishment: University,0,0,0,0,0,0,0
E02004266,parents,0,1087,155,44,13,3,0
E02004267,Does not apply,143,1,13,50,147,149,3947
E02004267,Living alone,0,1,0,1,0,0,1
E02004267,Living in another household type,0,11,5,3,5,7,4
E02004267,all student household,0,2,1,0,0,0,0
E02004267,communal establishment: Other,0,4,0,1,0,0,0
E02004267,communal establishment: University,0,0,0,0,0,0,0
E02004267,parents,0,411,95,43,8,0,0
E02004268,Does not apply,310,1,7,116,279,337,7230
E02004268,Living alone,0,0,0,0,2,0,1
E02004268,Living in another household type,0,12,6,2,4,1,17
E02004268,all student household,0,0,0,0,0,0,3
E02004268,communal establishment: Other,0,12,10,4,1,0,0
E02004268,communal establishment: University,0,0,0,0,0,0,0
E02004268,parents,0,838,160,43,14,3,0
E02004269,Does not apply,386,5,20,131,284,394,6988
E02004269,Living alone,0,0,0,0,0,1,3
E02004269,Living in another household type,0,15,2,5,7,10,30
E02004269,all student household,0,2,0,0,0,0,5
E02004269,communal establishment: Other,0,436,331,103,0,0,0
E02004269,communal establishment: University,0,0,0,0,0,0,0
E02004269,parents,0,979,152,55,14,6,0
E02004270,Does not apply,261,1,7,96,213,240,5889
E02004270,Living alone,0,0,0,1,0,0,5
E02004270,Living in another household type,0,9,2,3,3,0,14
E02004270,all student household,0,2,1,0,0,1,2
E02004270,communal establishment: Other,0,15,8,6,0,0,0
E02004270,communal establishment: University,0,0,0,0,0,0,0
E02004270,parents,0,826,110,55,17,4,4
E02004271,Does not apply,334,3,17,153,298,350,7572
E02004271,Living alone,0,0,0,0,1,0,3
E02004271,Living in another household type,0,30,6,2,2,4,11
E02004271,all student household,0,0,0,1,1,1,1
E02004271,communal establishment: Other,0,0,0,0,0,0,0
E02004271,communal establishment: University,0,0,0,0,0,0,0
E02004271,parents,0,1007,161,69,17,1,0
E02004272,Does not apply,492,2,22,174,320,462,8943
E02004272,Living alone,0,0,0,1,1,0,5
E02004272,Living in another household type,0,13,5,5,7,7,24
E02004272,all student household,0,0,0,0,0,1,3
E02004272,communal establishment: Other,0,0,0,2,1,0,1
E02004272,communal establishment: University,0,0,0,0,0,0,0
E02004272,parents,0,1378,216,92,22,2,1
E02004273,Does not apply,173,1,10,98,197,192,5636
E02004273,Living alone,0,0,0,0,2,1,3
E02004273,Living in another household type,0,9,2,1,4,2,13
E02004273,all student household,0,0,0,0,0,0,1
E02004273,communal establishment: Other,0,3,0,0,0,0,0
E02004273,communal establishment: University,0,0,0,0,0,0,0
E02004273,parents,0,647,127,47,11,2,0
E02004274,Does not apply,235,2,16,98,194,228,4770
E02004274,Living alone,0,0,0,0,0,1,5
E02004274,Living in another household type,0,3,1,5,4,6,5
E02004274,all student household,0,0,0,0,0,1,0
E02004274,communal establishment: Other,0,0,0,0,0,0,0
E02004274,communal establishment: University,0,0,0,0,0,0,0
E02004274,parents,0,679,92,44,9,1,2
E02004275,Does not apply,256,3,13,101,169,256,5883
E02004275,Living alone,0,0,0,1,0,0,3
E02004275,Living in another household type,0,13,1,0,2,5,6
E02004275,all student household,0,0,0,0,0,0,1
E02004275,communal establishment: Other,0,0,0,0,0,0,0
E02004275,communal establishment: University,0,0,0,0,0,0,0
E02004275,parents,0,745,144,48,7,4,4
E02004276,Does not apply,198,0,11,70,157,212,4314
E02004276,Living alone,0,0,0,0,0,0,5
E02004276,Living in another household type,0,5,3,2,1,0,5
E02004276,all student household,0,0,0,0,0,0,2
E02004276,communal establishment: Other,0,0,0,0,0,0,0
E02004276,communal establishment: University,0,0,0,0,0,0,0
E02004276,parents,0,447,86,30,8,0,0
E02004278,Does not apply,379,4,8,136,238,381,6170
E02004278,Living alone,0,0,0,1,2,0,5
E02004278,Living in another household type,0,13,7,12,3,6,10
E02004278,all student household,0,0,0,0,0,0,4
E02004278,communal establishment: Other,0,0,0,0,0,0,0
E02004278,communal establishment: University,0,0,0,0,0,0,0
E02004278,parents,0,1093,201,114,23,0,6
E02004279,Does not apply,298,1,13,97,244,307,5890
E02004279,Living alone,0,0,0,0,0,2,0
E02004279,Living in another household type,0,12,2,6,2,6,10
E02004279,all student household,0,2,0,4,4,1,1
E02004279,communal establishment: Other,0,0,0,0,0,0,0
E02004279,communal establishment: University,0,0,0,0,0,0,0
E02004279,parents,0,884,132,72,17,4,0
E02004280,Does not apply,341,3,8,112,256,330,6120
E02004280,Living alone,0,0,0,0,1,0,7
E02004280,Living in another household type,0,20,3,5,7,3,18
E02004280,all student household,0,0,0,0,0,0,0
E02004280,communal establishment: Other,0,0,0,0,0,0,0
E02004280,communal establishment: University,0,0,0,0,0,0,0
E02004280,parents,0,894,158,66,14,6,2
E02004281,Does not apply,423,4,9,113,308,486,5084
E02004281,Living alone,0,0,0,0,0,1,4
E02004281,Living in another household type,0,16,2,1,5,3,10
E02004281,all student household,0,0,0,0,0,1,5
E02004281,communal establishment: Other,0,0,0,0,0,0,0
E02004281,communal establishment: University,0,0,0,0,0,0,0
E02004281,parents,0,971,147,64,18,4,0
E02004282,Does not apply,239,0,6,103,237,276,6979
E02004282,Living alone,0,0,0,0,0,0,2
E02004282,Living in another household type,0,13,2,4,4,1,9
E02004282,all student household,0,0,0,0,0,0,5
E02004282,communal establishment: Other,0,0,0,0,0,0,0
E02004282,communal establishment: University,0,0,0,0,0,0,0
E02004282,parents,0,736,130,80,11,8,2
E02004283,Does not apply,362,8,23,149,271,367,6364
E02004283,Living alone,0,0,0,0,0,0,1
E02004283,Living in another household type,0,16,2,7,1,3,15
E02004283,all student household,0,0,0,0,0,1,1
E02004283,communal establishment: Other,0,3,4,2,0,0,0
E02004283,communal establishment: University,0,0,0,0,0,0,0
E02004283,parents,0,1135,204,97,21,4,0
E02004284,Does not apply,345,4,18,148,383,566,6940
E02004284,Living alone,0,1,1,3,3,3,7
E02004284,Living in another household type,0,17,8,9,14,7,15
E02004284,all student household,0,0,0,0,1,2,3
E02004284,communal establishment: Other,0,0,0,1,2,0,0
E02004284,communal establishment: University,0,0,0,0,0,0,0
E02004284,parents,0,825,117,58,15,3,2
E02004285,Does not apply,337,3,8,127,271,478,5378
E02004285,Living alone,0,1,0,2,0,1,5
E02004285,Living in another household type,0,19,2,4,2,11,10
E02004285,all student household,0,0,0,0,0,0,3
E02004285,communal establishment: Other,0,0,0,0,0,0,0
E02004285,communal establishment: University,0,0,0,0,0,0,0
E02004285,parents,0,808,144,70,22,2,1
E02004286,Does not apply,181,3,4,71,175,243,3548
E02004286,Living alone,0,0,0,1,1,0,1
E02004286,Living in another household type,0,13,2,3,4,5,11
E02004286,all student household,0,0,0,0,2,0,0
E02004286,communal establishment: Other,0,0,0,0,0,0,0
E02004286,communal establishment: University,0,0,0,0,0,0,0
E02004286,parents,0,595,115,50,12,0,0
E02004287,Does not apply,193,1,10,96,198,222,3924
E02004287,Living alone,0,1,0,0,1,0,0
E02004287,Living in another household type,0,6,4,7,5,3,13
E02004287,all student household,0,0,0,0,0,0,2
E02004287,communal establishment: Other,0,0,0,0,0,0,0
E02004287,communal establishment: University,0,0,0,0,0,0,0
E02004287,parents,0,715,103,52,14,3,4
E02004288,Does not apply,257,4,16,160,318,371,4204
E02004288,Living alone,0,0,0,0,1,2,1
E02004288,Living in another household type,0,7,3,1,5,2,8
E02004288,all student household,0,0,0,0,0,0,0
E02004288,communal establishment: Other,0,0,0,0,0,0,7
E02004288,communal establishment: University,0,0,0,0,0,0,0
E02004288,parents,0,665,110,50,9,6,1
E02004289,Does not apply,368,2,15,123,254,379,5115
E02004289,Living alone,0,0,0,0,1,0,1
E02004289,Living in another household type,0,17,0,7,2,4,11
E02004289,all student household,0,0,0,0,0,0,2
E02004289,communal establishment: Other,0,0,0,0,0,0,0
E02004289,communal establishment: University,0,0,0,0,0,0,0
E02004289,parents,0,850,131,59,14,7,0
E02004290,Does not apply,225,0,13,76,170,304,4112
E02004290,Living alone,0,0,0,1,15,1,2
E02004290,Living in another household type,0,8,1,3,2,3,7
E02004290,all student household,0,0,0,0,2,1,5
E02004290,communal establishment: Other,0,0,0,0,0,0,0
E02004290,communal establishment: University,0,0,0,0,0,0,0
E02004290,parents,0,578,88,75,16,2,2
E02004291,Does not apply,382,1,15,112,260,482,4717
E02004291,Living alone,0,0,0,0,5,3,1
E02004291,Living in another household type,0,11,5,4,14,8,16
E02004291,all student household,0,1,0,4,6,1,2
E02004291,communal establishment: Other,0,0,0,0,0,0,0
E02004291,communal establishment: University,0,0,0,0,0,0,0
E02004291,parents,0,846,125,68,19,5,1
E02004292,Does not apply,325,0,5,86,252,419,5680
E02004292,Living alone,0,0,0,6,3,4,1
E02004292,Living in another household type,0,19,3,3,10,8,25
E02004292,all student household,0,0,0,3,17,0,1
E02004292,communal establishment: Other,0,0,0,0,0,0,0
E02004292,communal establishment: University,0,0,0,0,0,0,0
E02004292,parents,0,845,135,70,34,4,1
E02004293,Does not apply,521,2,10,142,386,683,6158
E02004293,Living alone,0,0,0,5,18,3,1
E02004293,Living in another household type,0,24,2,3,19,11,27
E02004293,all student household,0,0,0,5,13,3,5
E02004293,communal establishment: Other,0,0,0,1,0,0,0
E02004293,communal establishment: University,0,0,0,0,0,0,0
E02004293,parents,0,1228,181,106,38,1,2
E02004294,Does not apply,252,0,8,85,228,283,5818
E02004294,Living alone,0,0,0,0,9,1,5
E02004294,Living in another household type,0,15,1,4,5,9,17
E02004294,all student household,0,2,2,8,12,3,1
E02004294,communal establishment: Other,0,0,0,0,0,0,0
E02004294,communal establishment: University,0,0,0,0,0,0,0
E02004294,parents,0,840,154,102,36,6,2
E02004295,Does not apply,288,1,9,125,243,337,5040
E02004295,Living alone,0,0,0,9,1,4,3
E02004295,Living in another household type,0,17,5,3,12,3,11
E02004295,all student household,0,0,0,1,11,1,4
E02004295,communal establishment: Other,0,0,0,0,0,0,0
E02004295,communal establishment: University,0,0,0,0,0,0,0
E02004295,parents,0,883,153,66,35,3,2
E02004296,Does not apply,447,3,20,133,284,505,5588
E02004296,Living alone,0,1,0,14,17,0,33
E02004296,Living in another household type,0,17,2,4,10,5,23
E02004296,all student household,0,0,0,8,16,0,7
E02004296,communal establishment: Other,0,0,0,0,0,0,1
E02004296,communal establishment: University,0,0,0,0,0,0,0
E02004296,parents,0,977,170,89,30,10,2
E02004297,Does not apply,355,4,16,97,278,404,5548
E02004297,Living alone,0,0,0,1,5,0,2
E02004297,Living in another household type,0,12,2,2,5,14,13
E02004297,all student household,0,0,0,0,0,0,7
E02004297,communal establishment: Other,0,0,0,0,0,0,1
E02004297,communal establishment: University,0,0,0,0,0,0,0
E02004297,parents,0,946,139,59,16,5,2
E02004298,Does not apply,448,1,10,124,277,425,7098
E02004298,Living alone,0,0,0,0,3,0,6
E02004298,Living in another household type,0,25,3,3,2,10,30
E02004298,all student household,0,0,0,7,5,2,4
E02004298,communal establishment: Other,0,3,3,0,0,0,0
E02004298,communal establishment: University,0,0,0,0,0,0,0
E02004298,parents,0,1129,192,95,34,7,4
E02004299,Does not apply,337,2,18,119,255,453,5635
E02004299,Living alone,0,0,0,3,12,1,5
E02004299,Living in another household type,0,14,3,3,4,10,28
E02004299,all student household,0,0,0,1,1,2,4
E02004299,communal establishment: Other,0,0,0,0,0,0,0
E02004299,communal establishment: University,0,0,0,0,0,0,0
E02004299,parents,0,1021,144,85,24,4,0
E02004300,Does not apply,384,0,18,110,273,439,5148
E02004300,Living alone,0,0,0,0,2,4,10
E02004300,Living in another household type,0,27,10,6,10,9,18
E02004300,all student household,0,3,0,10,4,3,2
E02004300,communal establishment: Other,0,0,0,0,0,0,0
E02004300,communal establishment: University,0,0,0,0,0,0,0
E02004300,parents,0,1003,120,54,19,2,0
E02004301,Does not apply,515,4,28,148,392,650,5926
E02004301,Living alone,0,1,0,5,3,2,9
E02004301,Living in another household type,0,12,5,7,10,9,16
E02004301,all student household,0,0,0,7,17,0,12
E02004301,communal establishment: Other,0,0,0,0,0,0,0
E02004301,communal establishment: University,0,0,0,0,0,0,0
E02004301,parents,0,1471,209,118,23,8,1
E02004302,Does not apply,419,2,22,177,324,518,5082
E02004302,Living alone,0,0,1,2,20,2,8
E02004302,Living in another household type,0,26,4,2,5,8,18
E02004302,all student household,0,12,2,4,5,0,6
E02004302,communal establishment: Other,0,0,0,0,0,0,0
E02004302,communal establishment: University,0,0,0,0,0,0,0
E02004302,parents,0,968,106,68,24,2,2
E02004303,Does not apply,453,0,18,176,445,657,7612
E02004303,Living alone,0,0,1,8,5,1,11
E02004303,Living in another household type,0,25,6,6,6,11,27
E02004303,all student household,0,0,0,7,9,1,4
E02004303,communal establishment: Other,0,0,0,0,0,0,1
E02004303,communal establishment: University,0,0,0,0,0,0,0
E02004303,parents,0,1213,174,107,37,10,3
E02004304,Does not apply,463,2,15,166,325,442,5900
E02004304,Living alone,0,0,0,0,1,1,15
E02004304,Living in another household type,0,25,2,6,9,11,32
E02004304,all student household,0,1,0,10,3,4,13
E02004304,communal establishment: Other,0,0,0,0,0,0,0
E02004304,communal establishment: University,0,0,0,0,0,0,0
E02004304,parents,0,1285,171,85,23,3,1
E02004305,Does not apply,613,1,15,188,421,648,6340
E02004305,Living alone,0,0,2,0,1,2,21
E02004305,Living in another household type,0,20,1,7,7,8,41
E02004305,all student household,0,3,1,15,4,0,11
E02004305,communal establishment: Other,0,0,0,1,0,0,0
E02004305,communal establishment: University,0,0,0,0,0,0,0
E02004305,parents,0,1482,187,105,26,5,3
E02004306,Does not apply,277,0,10,74,127,212,4316
E02004306,Living alone,0,0,0,0,1,1,1
E02004306,Living in another household type,0,13,1,2,1,2,8
E02004306,all student household,0,30,0,7,5,4,1
E02004306,communal establishment: Other,0,0,0,0,0,0,0
E02004306,communal establishment: University,0,0,0,0,0,0,0
E02004306,parents,0,739,101,43,18,3,1
E02004307,Does not apply,316,2,15,119,227,334,4459
E02004307,Living alone,0,0,0,0,1,1,3
E02004307,Living in another household type,0,11,4,1,6,7,14
E02004307,all student household,0,0,0,2,0,0,4
E02004307,communal establishment: Other,0,0,0,0,0,0,2
E02004307,communal establishment: University,0,0,0,0,0,0,0
E02004307,parents,0,734,107,57,19,4,2
E02004308,Does not apply,242,0,1,70,189,311,5830
E02004308,Living alone,0,0,0,0,1,6,10
E02004308,Living in another household type,0,12,1,0,3,4,19
E02004308,all student household,0,0,0,6,1,3,3
E02004308,communal establishment: Other,0,0,0,0,0,1,7
E02004308,communal establishment: University,0,0,0,0,0,0,0
E02004308,parents,0,769,129,66,40,5,4
E02004309,Does not apply,296,0,6,61,171,317,4169
E02004309,Living alone,0,1,1,47,10,18,8
E02004309,Living in another household type,0,4,5,3,9,8,36
E02004309,all student household,0,0,0,15,19,7,9
E02004309,communal establishment: Other,0,0,0,0,0,0,0
E02004309,communal establishment: University,0,0,0,0,0,0,0
E02004309,parents,0,790,120,58,16,3,1
E02004310,Does not apply,427,2,18,92,288,442,5249
E02004310,Living alone,0,0,0,0,2,0,6
E02004310,Living in another household type,0,7,2,8,11,8,15
E02004310,all student household,0,0,0,8,7,4,9
E02004310,communal establishment: Other,0,0,0,0,0,0,0
E02004310,communal establishment: University,0,0,0,0,0,0,0
E02004310,parents,0,949,156,82,21,6,0
E02004311,Does not apply,435,5,19,138,329,517,6260
E02004311,Living alone,0,0,0,2,6,1,15
E02004311,Living in another household type,0,15,2,5,9,11,22
E02004311,all student household,0,1,1,11,7,1,12
E02004311,communal establishment: Other,0,0,0,0,0,0,0
E02004311,communal establishment: University,0,0,0,0,0,0,0
E02004311,parents,0,1022,149,94,22,2,2
E02004312,Does not apply,304,0,8,78,188,336,5434
E02004312,Living alone,0,0,0,1,4,11,9
E02004312,Living in another household type,0,16,1,2,10,9,17
E02004312,all student household,0,0,0,2,9,2,6
E02004312,communal establishment: Other,0,0,0,0,0,0,0
E02004312,communal establishment: University,0,0,0,0,0,0,0
E02004312,parents,0,756,128,64,18,3,1
E02004313,Does not apply,309,3,14,81,245,395,3413
E02004313,Living alone,0,9,1,4,52,26,23
E02004313,Living in another household type,0,11,2,30,62,45,45
E02004313,all student household,0,16,1,407,426,65,63
E02004313,communal establishment: Other,0,0,0,22,47,16,3
E02004313,communal establishment: University,0,0,0,12,33,5,1
E02004313,parents,0,688,98,56,21,4,0
E02004314,Does not apply,60,0,2,65,169,225,2080
E02004314,Living alone,0,0,0,28,66,67,10
E02004314,Living in another household type,0,13,3,39,45,25,16
E02004314,all student household,0,1,0,1762,1916,70,17
E02004314,communal establishment: Other,0,14,0,174,97,13,7
E02004314,communal establishment: University,0,1,5,4180,1023,150,58
E02004314,parents,0,181,50,29,11,2,3
E02004315,Does not apply,559,0,11,91,314,509,6713
E02004315,Living alone,0,0,0,34,34,29,25
E02004315,Living in another household type,0,21,6,6,46,33,58
E02004315,all student household,0,0,0,891,637,60,30
E02004315,communal establishment: Other,0,18,24,20,2,2,1
E02004315,communal establishment: University,0,5,0,750,283,86,43
E02004315,parents,0,1532,244,118,51,7,1
E02004316,Does not apply,328,0,13,106,212,376,4297
E02004316,Living alone,0,0,0,1,2,7,2
E02004316,Living in another household type,0,24,8,3,14,5,14
E02004316,all student household,0,0,0,10,8,7,3
E02004316,communal establishment: Other,0,0,0,0,0,0,0
E02004316,communal establishment: University,0,0,0,0,0,0,0
E02004316,parents,0,855,120,42,15,2,0
E02004317,Does not apply,311,4,14,109,250,340,5100
E02004317,Living alone,0,0,0,11,2,6,7
E02004317,Living in another household type,0,21,2,3,8,5,24
E02004317,all student household,0,0,0,14,7,0,5
E02004317,communal establishment: Other,0,0,0,0,1,0,0
E02004317,communal establishment: University,0,0,0,0,0,0,0
E02004317,parents,0,834,131,71,31,3,0
E02004318,Does not apply,347,1,10,84,188,387,4521
E02004318,Living alone,0,0,0,0,3,4,9
E02004318,Living in another household type,0,7,2,2,9,15,23
E02004318,all student household,0,1,0,11,15,12,9
E02004318,communal establishment: Other,0,0,0,0,0,0,0
E02004318,communal establishment: University,0,0,0,0,0,0,0
E02004318,parents,0,744,93,56,16,6,1
E02004319,Does not apply,402,5,15,108,298,510,5291
E02004319,Living alone,0,0,1,2,4,1,6
E02004319,Living in another household type,0,19,6,5,5,13,18
E02004319,all student household,0,0,0,8,6,5,10
E02004319,communal establishment: Other,0,3,0,0,0,0,0
E02004319,communal establishment: University,0,0,0,0,0,0,0
E02004319,parents,0,946,161,102,18,1,0
E02004320,Does not apply,370,0,7,113,249,410,5984
E02004320,Living alone,0,0,0,1,1,2,3
E02004320,Living in another household type,0,22,2,5,1,6,18
E02004320,all student household,0,0,0,1,4,0,4
E02004320,communal establishment: Other,0,0,0,0,0,0,0
E02004320,communal establishment: University,0,0,0,0,0,0,0
E02004320,parents,0,1064,173,87,38,2,4
E02004321,Does not apply,418,5,20,139,282,430,5496
E02004321,Living alone,0,0,0,2,1,2,4
E02004321,Living in another household type,0,14,4,5,5,3,21
E02004321,all student household,0,0,0,4,12,3,3
E02004321,communal establishment: Other,0,0,0,1,0,0,0
E02004321,communal establishment: University,0,0,0,0,0,0,0
E02004321,parents,0,1001,147,89,38,7,3
E02004322,Does not apply,520,5,18,163,348,552,5375
E02004322,Living alone,0,0,0,8,0,1,5
E02004322,Living in another household type,0,25,5,7,8,10,24
E02004322,all student household,0,0,0,6,6,1,10
E02004322,communal establishment: Other,0,0,2,1,0,0,0
E02004322,communal establishment: University,0,0,0,0,0,0,0
E02004322,parents,0,1256,180,99,21,4,0
E02004323,Does not apply,373,0,12,99,285,479,4924
